id,sentiment,text_tweet
790,positive,bildikleri t m filimleri oynuyor yahudiler gazze de enkazlardan ba s z kar lan ocuklar bile g ndem olmazken zerine bir toz tanesi s ramam kad n ve ocuklara film evirerek mahsum rol oynuyorlar kininizi tutun yahudilerin oyunu sahtekarl hi bitmez uyan k kal n httpstcorkx30bk6ru
791,positive,kor ve gerilim sevenlere akl n z oynatacak harika bir film tavsiye ediyorum zledikten sonra te ekk r edeceksiniz eminim after life httpstcosu9hhttqsp
792,positive,yaln z izlenecek 25 film zlerken kalkti mi nmez flood httpstcowshbgbqbkh
793,positive,sunshine a film by antoinette jadaone a film about women choices and the dreams that they fight for sa lahat ng sunshine sa mundo may this film make you feel less alone mahal sunshine httpstcom6ojegydbe
794,positive,kdm nonton film love reset udah tahap gak tau ketawa nang alias gila sihh httpstcoce7e9g0mqa
795,positive,this is sparta might be the most perfectly delivered line in any action film httpstcohx6sk0vich
796,positive,d nyan n film gibi izledi i soyk r m gazze httpstcoybsixylvxb
797,positive,on june 16 1994 jesse met c line on a train in budapest httpstconvuynebecl
798,positive,new york on 35mm film httpstcolfsj8ju1dn
799,positive,bilim kurgu ve aksiyon sevenlere harika bir film tavsiye ediyorum the wandering earth netflix httpstcoyupviixbii
800,negative,propaganda i m falling for httpstco6d23dnx96h
801,negative,trapped in a donation bin for 3 days httpstco65e1jqoax0
802,positive,m thi bir film the shepherd httpstco3yynf2rlzu
803,negative,propalestine campaigners were shocked yesterday to discover the right to protest isn t respected by any country in the middle east
804,positive,cate blanchett best actress award oscar winner 2023 at cannes film festival red carpet in the colors of the palestinian flag httpstcozzkyxwtceh
805,positive,italy on 35mm film httpstcosqd9xgatgc
806,positive,this month a team endorsed by guillermo del toro released mexicos first stopmotion feature its 2 hours of pure imagination the film is called i am frankelda and weve taken a deep look into how it came to be httpstcodom7rfeuyv httpstcootd1d44q50
807,positive,iphone vs 35mm film httpstcovjnkdcb0zc
808,positive,probably the most beautiful the sky has ever looked in any film ever httpstcoq4t6lzhxyl
809,negative,who needs an offer now is the time to begin the recruitment process class of 2026 drop your film amp
810,positive,happy birthday leela team ustaadbhagatsingh httpstco2la1em62py
811,positive,nicholas galitzine training for his role as hem in masters of the universe httpstco1rkhcvin11
812,positive,love this poster design httpstcosghezams9z
813,negative,regimebreaking the idf confirms we struck the bunker used to film the irgc s threat videos no safe space left for intimidation the war has moved from the screen to reality httpstcooln6gu4jer
814,positive,wow this is indian bollywood actor aamir khan who is a staunch muslim now that his films are not working he is resorting to hinduism they will never change be careful of jihad httpstconomyyepd3p
815,positive,javier bardem shows his support for palestine it s a genocide taking place in front of our eyes in 4k httpstcobhbclblude
816,positive,reuploaded the david lynch collection with a few new extras shorts and four new 4k versions 9 films 13 extras 9 shorts 4 films in 4k twin peaks complete series httpstcoath18ci2vv twin peaks httpstcopxlwwaso1j list httpstcozxgxxyxrzt httpstco8nncft1ru0
817,positive,sava ve aksiyon sevenlere g zel bir film var sniper the white raven 2022 httpstco6rsreqklki
818,positive,a beautiful film of london in the 1930s httpstco4wxshyqkyt
819,positive,iceland on film httpstco36bw0berdi
820,positive,how to film a multimillion dollar movie scene with only 300 euros without even using cgi httpstco9k2apt8fkh
821,positive,this august filming will be underway on two godzilla films simultaneously for the first time ever httpstco0bls2gv3gy
822,positive,dont film meow httpstcowmnnyakfga
823,positive,a day for yearners a day for lovers httpstcoroflzf9pm3
824,positive,in the matrix reloaded for this chase scene they built a 15 mile highway from scratch just for that sequence it took 3 months to film the scene involved 300 crew members choreographed stunt drivers still considered one of the best action scenes httpstcoo9ma5go1wp
825,positive,deserve ang recognition sa mga international film festivals tangina ka mar racal ang husay sunshinemovie httpstcoa3plmjdpqj
826,positive,film series latar jerman kesan buat httpstcooxx6ajmyg9
827,negative,top 10 netflix nonenglish series netflix worldwide mad unicorn produksi gdh bagus ngikutin series aja nih httpstco6nhcjjsmkm
828,positive,a truly underrated film of jennifer connelly httpstcodauiytkm00
829,positive,sinners has become the topgrossing original liveaction film at the domestic box office in the last 15 years httpstcocxfxqk2war
830,positive,how to train your dragon opened with 1978m at the global box office the liveaction had a production budget of 150m httpstcoucysutrtw6
831,positive,lmeden nce zlenmesi gereken 140 film imbd puan na g re s ralanm t r httpstcogr0asdcbst
832,positive,masterpiece shot of the day this one from polish film ashes and diamonds 1958 httpstcoabctunrfpe
833,positive,yen ta nan ift yan dairede onlar g zetleyen iftle tehlikeli bir oyun oynamaya ba lar deler aras nda dokunan bak lar kap lardan s zan f s lt lara kar nca duygular anahtarla de il tenle a l r kom unun anahtar httpstcoxojw4fstrp
834,positive,wearing the dior collection you designed to the world premier of the film you produced about the sport you conquered sir lewis hamilton httpstcotzbhjizefi
835,positive,nyc nights on 35mm film httpstcoouelvp2h2f
836,negative,girlfriend films him destroy his own car after being caught cheating with a dude httpstcosqmzlp6efx
837,positive,i urge everyone to go to the movies and watch life of chuck as soon as you can genuinely one of the most profound films i ve seen in a very very long time httpstcobko0tdhxqr
838,positive,heartbreaking and raw and so beautiful definitely one of my favorite coming of age films httpstcoijlq86ht5a
839,negative,there s an argument to be made that burn after reading is the funniest film of the 21st century it s painful how relevant amp
840,negative,hebrew channel 12 correspondent urges israelis not to film the rocket impact sites in haifa the jews don t take direction very well meanwhile israeli air defences are mia httpstcokcpkmofhte
841,positive,erm you need a waiver to film me tbd can t come soon enough httpstco3bgnuyojzy
842,positive,what if a giant oyster ate you httpstcob4qefplsj1
843,negative,looks like a spacex rocket trail i was so tempted to play around by saying we launched an attack on iran from california but way too many fools would believe it httpstcopontqtw7r6
844,positive,the bear returns next week httpstcovm20a7tkzb
845,positive,2 years ago beyonc showed her support for isreal by screening her concert film in the country httpstcocmanfbnfhy
846,negative,as a reminder smoking on duty violates lapd 21065 smoking policy httpstco7yn8dufqm7
847,positive,some of my favorite films of the decade so far httpstcoxzvv43eneo
848,positive,20 years ago today batman begins was released in theaters httpstcoxlcobvdvjg
849,positive,on this day in 1994 jesse met c line on a train in budapest httpstcobwawgaxazz
850,positive,john travolta amp
851,positive,selamat ulang rispo moga target realistis gjls ibu ibuibu 54 juta tonton capai sisa 53 7 juta aja 300rb tonton kalo masing2 ngajak 1000 tonton udah 300 juta tonton banget httpstcoufqc6a1l09
852,positive,first poster for the 20th anniversary rerelease of brokeback mountain returning to theaters later this month httpstcoogvity9gzt
853,positive,zlenmesi gereken az bilinen 15 harika film flood httpstcoissc0ayrn6
854,positive,k lelikten kurtulma hikayesi sevenlere harika bir film tavsiye ediyorum zledikten sonra etkisinden 3 g n kamayacaks n z zincir yok efendi yok 2024 httpstcoete8t4eans
855,negative,ukraine is losing attention due to the israel iran conflict so german fake news goes and films dramatic scenes dude is hiding in his own car from the driver pretending to be on a dangerous road lmao stop it no one believes it httpstcoabqknmmbry
856,positive,concetta 2025 new thai short film httpstco0ohwbmdyhz
857,negative,straw people don t know how expensive it is to be poor miskin tuh gak gampang orang2 gak peduli paham sumpah gua nonton nang gilagilaan heartbreaking sesak pedih taraji p henson httpstcox4wgc3dqxv
858,positive,dont film him man httpstcokenldeys1m
859,negative,aidan barton the actor who played baby luke and leia in revenge of the sith turned 21 years old this month barton whose father was the editor of episode iii is currently in his senior year at film school httpstco96nlhfghs7
860,negative,never been a fan of lapd mounted units httpstcolelkauj0tr
861,negative,i just replaced a salesperson copywriter film director social media manager and financial analyst with perplexity labs one ai tool five jobs this is actually insane httpstco6ixdehufyl
862,positive,wen junhui who began his acting debut at the age of 2 is walking on the red carpet at the 27th shanghai intl film festival the biggest in asia amp
863,positive,this is why you wear the shirt httpstcoee0jshhibt
864,negative,how this briefcase stops thieves httpstcognmxfjgyku
865,negative,how a planes emergency door works zack d films httpstco5agd3dus0w
866,negative,pharaohs didn t die alone httpstcoufjhxnaffo
867,positive,devisriprasad kuberaa has 1 800 vfx shots in the film httpstco8eisylyiyx
868,positive,sonunda hak ettilerini buluyorlar film sahnesi de il buras srail eli kanl katil devlet gazzede onbinlerce masum sivili ld rmesi ve mar k a ba ka lkelere sald rmas sonucunda oktan ya amas gerekeni ya yor httpstco7gw8jcb6xs
869,positive,what am i doing in la yoshiki director film httpstcofl2r9fhe4n httpstcoh2xm5u2d1j
870,positive,sua bawa gembira suka cita hibur terang hidup bakat nyesel dm ig balas jarak salam abadi gustiwiw moga tenang pulang httpstcoz0owt7o0fq
871,positive,erkek evlad n ne demek oldu u ile ilgili k sa film eken aile httpstcoabfb32dhgq
872,negative,shameful al jazeera is broadcasting a live feed from a strategic target exactly the spot israel begged everyone not to film how is this even allowed httpstcodh6udd8pkh
873,negative,if you get pulled over by the police don t forget to refuse to cooperate oh and remember to film yourself httpstcocawe3dgugg
874,positive,christopher lee vincent price amp
875,positive,gusy 17s vernon main pilem cameo film kpop s aaakkkkk tayang 2026 httpstcold9ljv7gar
876,negative,tenet originally scheduled to release july 17 2020 but covid changed everything for this film tenet s rollout was completely upended by covid amp
877,negative,in remembrance of american dancer and actress cyd charisse who passed away at the age of 86 on this day june 17 2008 in los angeles california born on march 8 1922 in amarillo texas after recovering from polio as a child and studying ballet charisse entered films in the httpstcoa3kvido4f6
878,negative,democrat with a crazed look films a woman in a keffiyeh being arrested after the group broke through capitol barricades lock them all up in the dc gulag for 4 years the democrats set the precedent httpstcoe7lgdwb49f
879,positive,jackie brown is easily tarantino s most underrated film httpstcoykwapygqt6
